X,Y,FID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.218614,44.97233,272,14-0034889,Passenger vehicle fire                            ,2014/10/26 00:00:00,16:55:46,19 ,        ,27                       ,AVE ,SE,                                        ,               ,SE,UNIVERSITY               ,AVE ,  ,44.97233,-93.218614,131 ,2014/10/26 00:00:00,17:04:08,1,1,2014/10/27 05:51:27,Oct 26 2014  4:55PM,Oct 26 2014  5:04PM
-93.266282,44.928747,273,14-0034909,"Outside rubbish, trash or waste fire              ",2014/10/26 00:00:00,19:32:10,17 ,4100    ,Oakland                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.928747,-93.266282,151 ,2014/10/26 00:00:00,19:41:18,1,1,2014/10/27 05:51:27,Oct 26 2014  7:32PM,Oct 26 2014  7:41PM
-93.260239,44.998883,274,14-0034911,Building fire                                     ,2014/10/26 00:00:00,20:25:01,02 ,1116    ,5                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.998883,-93.260239,111 ,2014/10/26 00:00:00,21:13:11,1,1,2014/10/28 05:52:45,Oct 26 2014  8:25PM,Oct 26 2014  9:13PM
-93.290546,45.015689,275,14-0035660,"Natural vegetation fire, Other                    ",2014/11/02 00:00:00,16:24:25,14 ,3343    ,BRYANT                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.015689,-93.290546,140 ,2014/11/02 00:00:00,16:31:33,1,1,2014/11/05 05:52:37,Nov  2 2014  4:24PM,Nov  2 2014  4:31PM
-93.27536,44.94242,276,14-0034920,Building fire                                     ,2014/10/26 00:00:00,21:26:05,08 ,3340    ,Stevens                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.94242,-93.27536,111 ,2014/10/26 00:00:00,22:17:38,1,1,2014/10/28 05:52:45,Oct 26 2014  9:26PM,Oct 26 2014 10:17PM
-93.274095,44.944967,277,14-0032994,Dumpster or other outside trash receptacle fire   ,2014/10/10 00:00:00,20:50:27,17 ,3201    ,2                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.944967,-93.274095,154 ,2014/10/10 00:00:00,21:05:33,1,1,2014/10/11 05:51:35,Oct 10 2014  8:50PM,Oct 10 2014  9:05PM
-93.272777,44.955218,278,14-0033627,Building fire                                     ,2014/10/16 00:00:00,02:24:28,08 ,2617    ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.955218,-93.272777,111 ,2014/10/16 00:00:00,03:24:18,1,1,2014/10/18 05:51:34,Oct 16 2014  2:24AM,Oct 16 2014  3:24AM
-93.310597,45.003889,279,14-0035013,"Outside rubbish, trash or waste fire              ",2014/10/27 00:00:00,20:38:38,14 ,2318    ,Walton                   ,PL  ,  ,                                        ,               ,  ,                         ,    ,  ,45.003889,-93.310597,151 ,2014/10/27 00:00:00,21:01:22,1,1,2014/10/29 05:52:44,Oct 27 2014  8:38PM,Oct 27 2014  9:01PM
-93.318221,44.99794,280,14-0034141,Building fire                                     ,2014/10/20 00:00:00,02:38:29,14 ,2818    ,18                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.99794,-93.318221,111 ,2014/10/20 00:00:00,05:12:34,1,1,2014/10/21 05:51:30,Oct 20 2014  2:38AM,Oct 20 2014  5:12AM
-93.286528,45.022117,281,14-0033682,"Outside rubbish, trash or waste fire              ",2014/10/16 00:00:00,15:18:13,14 ,3701    ,6                        ,ST  ,N ,                                        ,               ,  ,                         ,    ,  ,45.022117,-93.286528,151 ,2014/10/16 00:00:00,15:26:48,1,1,2014/10/17 05:51:30,Oct 16 2014  3:18PM,Oct 16 2014  3:26PM
-93.262673,44.948356,282,14-0033686,Passenger vehicle fire                            ,2014/10/16 00:00:00,15:27:17,05 ,        ,CHICAGO                  ,AVE ,  ,                                        ,               ,E ,LAKE                     ,ST  ,  ,44.948356,-93.262673,131 ,2014/10/16 00:00:00,15:54:10,1,1,2014/10/17 05:51:30,Oct 16 2014  3:27PM,Oct 16 2014  3:54PM
-93.24504,44.968869,283,14-0034438,"Trash or rubbish fire, contained                  ",2014/10/22 00:00:00,19:28:10,07 ,1939    ,5                        ,ST  ,S ,                                        ,               ,  ,                         ,    ,  ,44.968869,-93.24504,118 ,2014/10/22 00:00:00,19:41:35,1,1,2014/10/23 05:51:30,Oct 22 2014  7:28PM,Oct 22 2014  7:41PM
-93.237926,44.975884,284,14-0034445,"Excessive heat, scorch burns with no ignition     ",2014/10/22 00:00:00,20:42:56,19 ,        ,River Pkwy               ,    ,E ,                                        ,               ,SE,Arlington                ,ST  ,  ,44.975884,-93.237926,251 ,2014/10/22 00:00:00,20:55:49,1,1,2014/10/23 05:51:30,Oct 22 2014  8:42PM,Oct 22 2014  8:55PM
-93.289365,45.030002,285,14-0034447,Passenger vehicle fire                            ,2014/10/22 00:00:00,21:12:58,20 ,4130    ,Aldrich                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.030002,-93.289365,131 ,2014/10/22 00:00:00,21:37:44,1,1,2014/10/23 05:51:30,Oct 22 2014  9:12PM,Oct 22 2014  9:37PM
-93.290646,45.030494,286,14-0034450,Dumpster or other outside trash receptacle fire   ,2014/10/22 00:00:00,21:46:14,20 ,4150    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.030494,-93.290646,154 ,2014/10/22 00:00:00,22:03:40,1,1,2014/10/24 05:51:29,Oct 22 2014  9:46PM,Oct 22 2014 10:03PM
-93.245609,45.006613,287,14-0033702,"Cooking fire, confined to container               ",2014/10/16 00:00:00,16:53:36,15 ,1815    ,Polk                     ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.006613,-93.245609,113 ,2014/10/16 00:00:00,17:14:06,1,1,2014/10/17 05:51:30,Oct 16 2014  4:53PM,Oct 16 2014  5:14PM
-93.264025,44.980069,288,14-0033703,Passenger vehicle fire                            ,2014/10/16 00:00:00,16:54:55,01 ,        ,3                        ,AVE ,S ,                                        ,               ,S ,Washington               ,AVE ,  ,44.980069,-93.264025,131 ,2014/10/16 00:00:00,17:03:49,1,1,2014/10/17 05:51:30,Oct 16 2014  4:54PM,Oct 16 2014  5:03PM
-93.303199,44.994156,289,14-0032755,Building fire                                     ,2014/10/09 00:00:00,01:49:46,04 ,1501    ,Logan                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.994156,-93.303199,111 ,2014/10/09 00:00:00,02:42:37,1,1,2014/10/16 05:51:30,Oct  9 2014  1:49AM,Oct  9 2014  2:42AM
-93.247253,44.971301,290,14-0034177,"Outside rubbish, trash or waste fire              ",2014/10/20 00:00:00,10:40:01,07 ,301     ,Cedar                    ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.971301,-93.247253,151 ,2014/10/20 00:00:00,10:48:19,1,1,2014/10/21 05:51:30,Oct 20 2014 10:40AM,Oct 20 2014 10:48AM
-93.279332,44.964201,291,14-0033761,"Outside rubbish, trash or waste fire              ",2014/10/17 00:00:00,02:51:38,06 ,        ,Lasalle                  ,AVE ,  ,                                        ,               ,  ,Groveland                ,AVE ,  ,44.964201,-93.279332,151 ,2014/10/17 00:00:00,03:05:38,1,1,2014/10/18 05:51:34,Oct 17 2014  2:51AM,Oct 17 2014  3:05AM
-93.323936,44.910003,292,14-0034192,Building fire                                     ,2014/10/20 00:00:00,13:12:05,28 ,5137    ,Beard                    ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.910003,-93.323936,111 ,2014/10/20 00:00:00,14:08:51,1,1,2014/10/22 05:51:30,Oct 20 2014  1:12PM,Oct 20 2014  2:08PM
-93.269784,44.973209,293,14-0034604,"Natural vegetation fire, Other                    ",2014/10/24 00:00:00,09:58:11,06 ,901     ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.973209,-93.269784,140 ,2014/10/24 00:00:00,10:04:14,1,1,2014/10/25 05:51:33,Oct 24 2014  9:58AM,Oct 24 2014 10:04AM
-93.27262,44.984617,294,14-0034214,Dumpster or other outside trash receptacle fire   ,2014/10/20 00:00:00,17:19:29,04 ,315     ,Washington               ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.984617,-93.27262,154 ,2014/10/20 00:00:00,17:37:10,1,1,2014/10/21 05:51:30,Oct 20 2014  5:19PM,Oct 20 2014  5:37PM
-93.289827,44.999139,295,14-0033489,Building fire                                     ,2014/10/15 00:00:00,05:32:43,04 ,819     ,Broadway                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.999139,-93.289827,111 ,2014/10/15 00:00:00,06:26:16,1,1,2014/10/18 05:51:34,Oct 15 2014  5:32AM,Oct 15 2014  6:26AM
-93.306948,45.000581,296,14-0033596,Building fire                                     ,2014/10/15 00:00:00,20:53:13,14 ,2102    ,OLIVER                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.000581,-93.306948,111 ,2014/10/15 00:00:00,21:39:30,1,1,2014/10/17 05:51:30,Oct 15 2014  8:53PM,Oct 15 2014  9:39PM
-93.293056,44.999167,297,14-0034665,Dumpster or other outside trash receptacle fire   ,2014/10/24 00:00:00,20:18:18,04 ,1030    ,Broadway                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.999167,-93.293056,154 ,2014/10/24 00:00:00,21:29:51,1,1,2014/10/28 05:52:45,Oct 24 2014  8:18PM,Oct 24 2014  9:29PM
-93.29908,44.999519,298,14-0034667,Dumpster or other outside trash receptacle fire   ,2014/10/24 00:00:00,20:35:10,04 ,1502    ,Broadway                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.999519,-93.29908,154 ,2014/10/24 00:00:00,20:56:16,1,1,2014/10/28 05:52:45,Oct 24 2014  8:35PM,Oct 24 2014  8:56PM
-93.215075,44.909004,299,14-0035792,Building fire                                     ,2014/11/03 00:00:00,20:30:37,12 ,4010    ,52                       ,ST  ,E ,                                        ,203            ,  ,                         ,    ,  ,44.909004,-93.215075,111 ,2014/11/03 00:00:00,21:00:45,1,1,2014/11/06 05:52:42,Nov  3 2014  8:30PM,Nov  3 2014  9:00PM
-93.297033,44.946004,300,14-0036353,"Cooking fire, confined to container               ",2014/11/09 00:00:00,12:28:21,08 ,3132    ,Girard                   ,AVE ,S ,                                        ,5              ,  ,                         ,    ,  ,44.946004,-93.297033,113 ,2014/11/09 00:00:00,19:41:54,1,1,2014/11/10 05:52:37,Nov  9 2014 12:28PM,Nov  9 2014  7:41PM
-93.305694,44.997421,301,14-0033789,Passenger vehicle fire                            ,2014/10/17 00:00:00,12:00:10,16 ,        ,18                       ,AVE ,N ,                                        ,               ,N ,Newton                   ,AVE ,  ,44.997421,-93.305694,131 ,2014/10/17 00:00:00,12:17:01,1,1,2014/10/18 05:51:34,Oct 17 2014 12:00PM,Oct 17 2014 12:17PM
-93.237196,44.930493,302,14-0034310,Building fire                                     ,2014/10/21 00:00:00,15:22:10,21 ,4001    ,24                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.930493,-93.237196,111 ,2014/10/21 00:00:00,16:34:31,1,1,2014/10/24 05:51:29,Oct 21 2014  3:22PM,Oct 21 2014  4:34PM
-93.301111,44.999444,303,14-0035051,Passenger vehicle fire                            ,2014/10/28 00:00:00,10:21:14,04 ,1625    ,Broadway                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.999444,-93.301111,131 ,2014/10/28 00:00:00,10:28:26,1,1,2014/10/29 05:52:44,Oct 28 2014 10:21AM,Oct 28 2014 10:28AM
-93.267046,44.965211,304,14-0035053,"Cooking fire, confined to container               ",2014/10/28 00:00:00,10:23:22,06 ,625     ,18                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.965211,-93.267046,113 ,2014/10/28 00:00:00,10:36:58,1,1,2014/10/31 05:52:37,Oct 28 2014 10:23AM,Oct 28 2014 10:36AM
-93.207651,44.933231,305,14-0034824,"Outside rubbish, trash or waste fire              ",2014/10/26 00:00:00,00:42:50,21 ,3840    ,46                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.933231,-93.207651,151 ,2014/10/26 00:00:00,01:47:14,1,1,2014/10/28 05:52:45,Oct 26 2014 12:42AM,Oct 26 2014  1:47AM
-93.29307,45.019424,306,14-0033811,Building fire                                     ,2014/10/17 00:00:00,15:33:57,14 ,3549    ,DUPONT                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.019424,-93.29307,111 ,2014/10/17 00:00:00,16:32:23,1,1,2014/10/21 05:51:30,Oct 17 2014  3:33PM,Oct 17 2014  4:32PM
-93.251086,44.951955,307,14-0033817,"Natural vegetation fire, Other                    ",2014/10/17 00:00:00,16:23:10,05 ,1609    ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951955,-93.251086,140 ,2014/10/17 00:00:00,16:33:26,1,1,2014/10/21 05:51:30,Oct 17 2014  4:23PM,Oct 17 2014  4:33PM
-93.277927,44.943494,308,14-0038397,Building fire                                     ,2014/11/26 00:00:00,17:59:43,08 ,3236    ,Nicollet                 ,AVE ,  ,                                        ,LOWER          ,  ,                         ,    ,  ,44.943494,-93.277927,111 ,2014/11/26 00:00:00,18:55:16,1,1,2014/12/02 05:52:48,Nov 26 2014  5:59PM,Nov 26 2014  6:55PM
-93.320183,44.922859,309,14-0039193,Building fire                                     ,2014/12/04 00:00:00,04:26:40,28 ,4425    ,York                     ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.922859,-93.320183,111 ,2014/12/04 00:00:00,04:43:17,1,1,2014/12/05 05:52:47,Dec  4 2014  4:26AM,Dec  4 2014  4:43AM
-93.290582,45.023209,310,14-0032895,Passenger vehicle fire                            ,2014/10/10 00:00:00,02:22:58,14 ,3759    ,BRYANT                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.023209,-93.290582,131 ,2014/10/10 00:00:00,04:11:51,1,1,2014/10/23 05:51:30,Oct 10 2014  2:22AM,Oct 10 2014  4:11AM
-93.318221,44.99794,311,14-0034166,Building fire                                     ,2014/10/20 00:00:00,08:54:06,14 ,2818    ,18                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.99794,-93.318221,111 ,2014/10/20 00:00:00,10:57:00,1,1,2014/10/22 05:51:30,Oct 20 2014  8:54AM,Oct 20 2014 10:57AM
-93.275278,44.969722,312,14-0034374,Dumpster or other outside trash receptacle fire   ,2014/10/22 00:00:00,09:06:14,06 ,1301    ,2                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.969722,-93.275278,154 ,2014/10/22 00:00:00,09:15:44,1,1,2014/10/23 05:51:30,Oct 22 2014  9:06AM,Oct 22 2014  9:15AM
-93.268992,44.95194,313,14-0034262,Passenger vehicle fire                            ,2014/10/21 00:00:00,06:36:29,08 ,        ,28                       ,ST  ,E ,                                        ,               ,S ,5                        ,AVE ,  ,44.95194,-93.268992,131 ,2014/10/21 00:00:00,07:29:30,1,1,2014/10/23 05:51:30,Oct 21 2014  6:36AM,Oct 21 2014  7:29AM
-93.251389,44.963611,314,14-0035244,Building fire                                     ,2014/10/30 00:00:00,04:16:54,07 ,1600    ,19                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.963611,-93.251389,111 ,2014/10/30 00:00:00,05:29:40,1,1,2014/11/13 05:52:39,Oct 30 2014  4:16AM,Oct 30 2014  5:29AM
-93.265024,44.930106,315,14-0037707,Building fire                                     ,2014/11/21 00:00:00,10:35:56,17 ,4024    ,Park                     ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.930106,-93.265024,111 ,2014/11/21 00:00:00,11:35:21,1,1,2014/11/23 05:52:48,Nov 21 2014 10:35AM,Nov 21 2014 11:35AM
-93.229651,44.962767,316,14-0035311,"Cooking fire, confined to container               ",2014/10/30 00:00:00,19:58:09,07 ,2910    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962767,-93.229651,113 ,2014/10/30 00:00:00,20:14:28,1,1,2014/11/01 05:52:39,Oct 30 2014  7:58PM,Oct 30 2014  8:14PM
-93.310418,45.037692,317,14-0035132,Passenger vehicle fire                            ,2014/10/28 00:00:00,22:58:41,20 ,4557    ,QUEEN                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.037692,-93.310418,131 ,2014/10/29 00:00:00,00:34:23,1,1,2014/10/30 05:52:47,Oct 28 2014 10:58PM,Oct 29 2014 12:34AM
-93.302319,44.914154,318,14-0040547,Brush or brush-and-grass mixture fire             ,2014/12/15 00:00:00,09:05:33,28 ,        ,Knox                     ,AVE ,S ,                                        ,               ,W ,49                       ,ST  ,  ,44.914154,-93.302319,142 ,2014/12/15 00:00:00,09:19:04,1,1,2014/12/17 05:52:55,Dec 15 2014  9:05AM,Dec 15 2014  9:19AM
-93.310639,45.047592,319,14-0036125,Building fire                                     ,2014/11/07 00:00:00,11:39:12,20 ,2304    ,51                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.047592,-93.310639,111 ,2014/11/07 00:00:00,12:45:04,1,1,2014/11/13 05:52:39,Nov  7 2014 11:39AM,Nov  7 2014 12:45PM
-93.259656,44.961808,320,14-0036246,Passenger vehicle fire                            ,2014/11/08 00:00:00,12:13:41,07 ,2101    ,10                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.961808,-93.259656,131 ,2014/11/08 00:00:00,13:32:01,1,1,2014/11/11 05:52:39,Nov  8 2014 12:13PM,Nov  8 2014  1:32PM
-93.227992,44.933321,321,14-0035412,"Cooking fire, confined to container               ",2014/10/31 00:00:00,17:31:44,21 ,3845    ,Hiawatha                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.933321,-93.227992,113 ,2014/10/31 00:00:00,17:51:10,1,1,2014/11/01 05:52:39,Oct 31 2014  5:31PM,Oct 31 2014  5:51PM
-93.296561,45.039514,322,14-0034606,"Cooking fire, confined to container               ",2014/10/24 00:00:00,10:09:15,20 ,4646    ,Fremont                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.039514,-93.296561,113 ,2014/10/24 00:00:00,10:29:09,1,1,2014/10/26 05:51:30,Oct 24 2014 10:09AM,Oct 24 2014 10:29AM
-93.299609,45.024017,323,14-0034671,Brush or brush-and-grass mixture fire             ,2014/10/24 00:00:00,20:47:22,20 ,1615    ,Dowling                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.024017,-93.299609,142 ,2014/10/24 00:00:00,21:01:39,1,1,2014/10/26 05:51:30,Oct 24 2014  8:47PM,Oct 24 2014  9:01PM
-93.247345,45.003241,324,14-0034710,Road freight or transport vehicle fire            ,2014/10/25 00:00:00,04:01:12,11 ,1505    ,Central                  ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.003241,-93.247345,132 ,2014/10/25 00:00:00,05:40:35,1,1,2014/10/28 05:52:45,Oct 25 2014  4:01AM,Oct 25 2014  5:40AM
-93.247345,45.003241,325,14-0034722,Road freight or transport vehicle fire            ,2014/10/25 00:00:00,08:08:50,11 ,1505    ,Central                  ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,45.003241,-93.247345,132 ,2014/10/25 00:00:00,09:26:50,1,1,2014/10/28 05:52:45,Oct 25 2014  8:08AM,Oct 25 2014  9:26AM
-93.292583,45.001647,326,14-0035493,Passenger vehicle fire                            ,2014/11/01 00:00:00,04:39:07,04 ,2214    ,Dupont                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.001647,-93.292583,131 ,2014/11/01 00:00:00,05:06:44,1,1,2014/11/02 05:52:39,Nov  1 2014  4:39AM,Nov  1 2014  5:06AM
-93.279744,44.937722,327,14-0035494,Passenger vehicle fire                            ,2014/11/01 00:00:00,04:59:13,17 ,        ,Blaisdell                ,AVE ,S ,                                        ,               ,W ,36                       ,ST  ,W ,44.937722,-93.279744,131 ,2014/11/01 00:00:00,05:45:30,1,1,2014/11/05 05:52:37,Nov  1 2014  4:59AM,Nov  1 2014  5:45AM
-93.271489,44.923286,328,14-0035496,Building fire                                     ,2014/11/01 00:00:00,05:41:58,17 ,4401    ,Clinton                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.923286,-93.271489,111 ,2014/11/01 00:00:00,06:52:47,1,1,2014/11/05 05:52:37,Nov  1 2014  5:41AM,Nov  1 2014  6:52AM
-93.24481,44.935022,329,14-0035812,Building fire                                     ,2014/11/04 00:00:00,00:24:23,21 ,3749    ,19                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.935022,-93.24481,111 ,2014/11/04 00:00:00,01:13:21,1,1,2014/11/05 05:52:37,Nov  4 2014 12:24AM,Nov  4 2014  1:13AM
-93.304485,44.988101,330,14-0034848,Building fire                                     ,2014/10/26 00:00:00,08:37:45,16 ,1023    ,Morgan                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.988101,-93.304485,111 ,2014/10/26 00:00:00,10:11:37,1,1,2014/10/28 05:52:45,Oct 26 2014  8:37AM,Oct 26 2014 10:11AM
-93.262552,44.963632,331,14-0035204,Passenger vehicle fire                            ,2014/10/29 00:00:00,17:41:55,07 ,1924    ,CHICAGO                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.963632,-93.262552,131 ,2014/10/29 00:00:00,19:04:46,1,1,2014/10/31 05:52:37,Oct 29 2014  5:41PM,Oct 29 2014  7:04PM
-93.27133,45.027601,332,14-0037846,Building fire                                     ,2014/11/22 00:00:00,09:48:39,02 ,81      ,Saint Anthony Pkwy       ,    ,  ,                                        ,               ,  ,                         ,    ,  ,45.027601,-93.27133,111 ,2014/11/22 00:00:00,11:36:39,1,1,2014/11/25 05:52:52,Nov 22 2014  9:48AM,Nov 22 2014 11:36AM
-93.287996,45.007897,333,14-0038411,"Cooking fire, confined to container               ",2014/11/26 00:00:00,20:46:36,14 ,2721    ,Lyndale                  ,AVE ,N ,                                        ,DOWN           ,  ,                         ,    ,  ,45.007897,-93.287996,113 ,2014/11/26 00:00:00,20:59:09,1,1,2014/11/27 05:52:51,Nov 26 2014  8:46PM,Nov 26 2014  8:59PM
-93.290646,45.030494,334,14-0035714,Building fire                                     ,2014/11/03 00:00:00,08:17:51,20 ,4150    ,Bryant                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.030494,-93.290646,111 ,2014/11/03 00:00:00,09:57:31,1,1,2014/11/05 05:52:37,Nov  3 2014  8:17AM,Nov  3 2014  9:57AM
-93.298611,44.951944,335,14-0036395,"Cooking fire, confined to container               ",2014/11/09 00:00:00,18:56:20,08 ,1425    ,28                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.298611,113 ,2014/11/09 00:00:00,19:12:19,1,1,2014/11/10 05:52:37,Nov  9 2014  6:56PM,Nov  9 2014  7:12PM
-93.261059,44.963655,336,14-0036410,Building fire                                     ,2014/11/09 00:00:00,21:05:35,07 ,1922    ,ELLIOT                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.963655,-93.261059,111 ,2014/11/09 00:00:00,22:29:48,1,1,2014/11/11 05:52:39,Nov  9 2014  9:05PM,Nov  9 2014 10:29PM
-93.263927,44.949535,337,14-0037900,Passenger vehicle fire                            ,2014/11/22 00:00:00,19:02:33,05 ,2933    ,COLUMBUS                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.949535,-93.263927,131 ,2014/11/22 00:00:00,20:06:33,1,1,2014/11/25 05:52:52,Nov 22 2014  7:02PM,Nov 22 2014  8:06PM
-93.3146,45.004224,338,14-0037909,Dumpster or other outside trash receptacle fire   ,2014/11/22 00:00:00,20:22:31,14 ,2400    ,Upton                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.004224,-93.3146,154 ,2014/11/22 00:00:00,20:38:06,1,1,2014/11/23 05:52:48,Nov 22 2014  8:22PM,Nov 22 2014  8:38PM
-93.256152,44.961696,339,14-0036419,Building fire                                     ,2014/11/09 00:00:00,22:46:04,07 ,2115    ,13                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.961696,-93.256152,111 ,2014/11/09 00:00:00,23:33:17,1,1,2014/11/11 05:52:39,Nov  9 2014 10:46PM,Nov  9 2014 11:33PM
-93.264611,44.967168,340,14-0036830,Building fire                                     ,2014/11/13 00:00:00,15:30:25,01 ,719     ,16                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.967168,-93.264611,111 ,2014/11/13 00:00:00,16:52:01,1,1,2014/11/15 05:52:45,Nov 13 2014  3:30PM,Nov 13 2014  4:52PM
-93.278216,44.968785,341,14-0035839,"Special outside fire, Other                       ",2014/11/04 00:00:00,09:07:26,06 ,27      ,14                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.968785,-93.278216,160 ,2014/11/04 00:00:00,09:16:27,1,1,2014/11/05 05:52:37,Nov  4 2014  9:07AM,Nov  4 2014  9:16AM
-93.288267,44.913383,342,14-0035266,Building fire                                     ,2014/10/30 00:00:00,10:17:54,27 ,4941    ,Lyndale                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.913383,-93.288267,111 ,2014/10/30 00:00:00,10:51:51,1,1,2014/11/01 05:52:39,Oct 30 2014 10:17AM,Oct 30 2014 10:51AM
-93.295575,45.007756,343,14-0035857,"Natural vegetation fire, Other                    ",2014/11/04 00:00:00,12:30:34,14 ,        ,27                       ,AVE ,N ,                                        ,               ,N ,Fremont                  ,AVE ,  ,45.007756,-93.295575,140 ,2014/11/04 00:00:00,12:41:49,1,1,2014/11/05 05:52:37,Nov  4 2014 12:30PM,Nov  4 2014 12:41PM
-93.259682,44.966374,344,14-0035914,Passenger vehicle fire                            ,2014/11/05 00:00:00,04:24:08,01 ,        ,10                       ,AVE ,S ,                                        ,               ,E ,17                       ,ST  ,  ,44.966374,-93.259682,131 ,2014/11/05 00:00:00,05:32:48,1,1,2014/11/06 05:52:42,Nov  5 2014  4:24AM,Nov  5 2014  5:32AM
-93.281587,44.953741,345,14-0035870,Building fire                                     ,2014/11/04 00:00:00,14:33:06,08 ,217     ,27                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.953741,-93.281587,111 ,2014/11/04 00:00:00,15:40:55,1,1,2014/11/06 05:52:42,Nov  4 2014  2:33PM,Nov  4 2014  3:40PM
-93.275069,44.971242,346,14-0035879,"Outside rubbish, trash or waste fire              ",2014/11/04 00:00:00,15:42:06,06 ,1219    ,Marquette                ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.971242,-93.275069,151 ,2014/11/04 00:00:00,15:53:40,1,1,2014/11/05 05:52:37,Nov  4 2014  3:42PM,Nov  4 2014  3:53PM
-93.26656,44.970484,347,14-0035573,Building fire                                     ,2014/11/01 00:00:00,21:02:28,01 ,1005    ,Portland                 ,AVE ,  ,                                        ,214            ,  ,                         ,    ,  ,44.970484,-93.26656,111 ,2014/11/01 00:00:00,22:14:18,1,1,2014/11/05 05:52:37,Nov  1 2014  9:02PM,Nov  1 2014 10:14PM
-93.287018,44.916836,348,14-0035583,Building fire                                     ,2014/11/01 00:00:00,23:24:13,27 ,4750    ,Garfield                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.916836,-93.287018,111 ,2014/11/01 00:00:00,23:33:27,1,1,2014/11/03 05:52:37,Nov  1 2014 11:24PM,Nov  1 2014 11:33PM
