X,Y,FID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.308225,45.009871,77,14-0027855,"Outside rubbish, trash or waste fire              ",2014/08/29 00:00:00,07:37:02,14 ,2914    ,PENN                     ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.009871,-93.308225,151 ,2014/08/29 00:00:00,07:44:29,1,1,2014/08/30 05:51:35,Aug 29 2014  7:37AM,Aug 29 2014  7:44AM
-93.295751,44.947772,78,14-0025329,Dumpster or other outside trash receptacle fire   ,2014/08/07 00:00:00,19:11:22,08 ,3033    ,Fremont                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.947772,-93.295751,154 ,2014/08/07 00:00:00,19:20:06,1,1,2014/08/08 05:51:33,Aug  7 2014  7:11PM,Aug  7 2014  7:20PM
-93.226944,44.951944,79,14-0023540,Dumpster or other outside trash receptacle fire   ,2014/07/22 00:00:00,23:33:09,07 ,3100    ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.226944,154 ,2014/07/22 00:00:00,23:41:56,1,1,2014/07/24 05:51:34,Jul 22 2014 11:33PM,Jul 22 2014 11:41PM
-93.215307,44.922747,80,14-0025610,Passenger vehicle fire                            ,2014/08/10 00:00:00,03:26:12,21 ,4433    ,40                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.922747,-93.215307,131 ,2014/08/10 00:00:00,04:40:23,1,1,2014/08/12 05:51:37,Aug 10 2014  3:26AM,Aug 10 2014  4:40AM
-93.294101,45.000494,81,14-0024916,Passenger vehicle fire                            ,2014/08/04 00:00:00,01:56:54,04 ,2120    ,EMERSON                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.000494,-93.294101,131 ,2014/08/04 00:00:00,02:38:26,1,1,2014/08/06 05:51:32,Aug  4 2014  1:56AM,Aug  4 2014  2:38AM
-93.254949,44.9588,82,14-0027165,"Cooking fire, confined to container               ",2014/08/23 00:00:00,06:50:35,05 ,2418    ,14                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.9588,-93.254949,113 ,2014/08/23 00:00:00,07:10:18,1,1,2014/08/25 05:51:30,Aug 23 2014  6:50AM,Aug 23 2014  7:10AM
-93.240315,44.964169,83,14-0025802,Passenger vehicle fire                            ,2014/08/11 00:00:00,17:36:27,07 ,0       ,Eb I94 To 25             ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.964169,-93.240315,131 ,2014/08/11 00:00:00,17:49:53,1,1,2014/08/13 05:51:34,Aug 11 2014  5:36PM,Aug 11 2014  5:49PM
-93.262562,44.93956,84,14-0025412,Brush or brush-and-grass mixture fire             ,2014/08/08 00:00:00,16:24:22,17 ,        ,Chicago                  ,AVE ,  ,                                        ,               ,E ,35                       ,ST  ,  ,44.93956,-93.262562,142 ,2014/08/08 00:00:00,16:28:44,1,1,2014/08/09 05:51:35,Aug  8 2014  4:24PM,Aug  8 2014  4:28PM
-93.221564,44.987401,85,14-0027919,Building fire                                     ,2014/08/29 00:00:00,17:42:43,19 ,923     ,22                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.987401,-93.221564,111 ,2014/08/29 00:00:00,19:41:25,1,1,2014/09/03 05:51:27,Aug 29 2014  5:42PM,Aug 29 2014  7:41PM
-93.299564,44.991498,86,14-0023658,"Cooking fire, confined to container               ",2014/07/23 00:00:00,22:51:10,04 ,1509    ,Plymouth                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.991498,-93.299564,113 ,2014/07/23 00:00:00,23:09:24,1,1,2014/08/05 05:51:37,Jul 23 2014 10:51PM,Jul 23 2014 11:09PM
-93.259722,44.968889,87,14-0025913,Passenger vehicle fire                            ,2014/08/12 00:00:00,16:28:23,01 ,1000    ,14                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.968889,-93.259722,131 ,2014/08/12 00:00:00,17:11:32,1,1,2014/08/13 05:51:34,Aug 12 2014  4:28PM,Aug 12 2014  5:11PM
-93.275349,44.951948,88,14-0024753,"Outside rubbish, trash or waste fire              ",2014/08/02 00:00:00,19:34:47,08 ,        ,28                       ,ST  ,E ,                                        ,               ,S ,Stevens                  ,AVE ,  ,44.951948,-93.275349,151 ,2014/08/02 00:00:00,19:46:54,1,1,2014/08/04 05:51:33,Aug  2 2014  7:34PM,Aug  2 2014  7:46PM
-93.266147,45.006388,89,14-0025925,"Natural vegetation fire, Other                    ",2014/08/12 00:00:00,18:09:04,02 ,1801    ,2                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.006388,-93.266147,140 ,2014/08/12 00:00:00,18:24:45,1,1,2014/08/14 05:51:35,Aug 12 2014  6:09PM,Aug 12 2014  6:24PM
-93.301963,44.989894,90,14-0026091,Building fire                                     ,2014/08/14 00:00:00,07:25:45,04 ,1212    ,Knox                     ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.989894,-93.301963,111 ,2014/08/14 00:00:00,08:45:26,1,1,2014/08/16 05:51:33,Aug 14 2014  7:25AM,Aug 14 2014  8:45AM
-93.301998,44.967162,91,14-0027896,Air or gas rupture of pressure or process vessel  ,2014/08/29 00:00:00,15:02:32,06 ,1725    ,Knox                     ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.967162,-93.301998,223 ,2014/08/29 00:00:00,15:09:22,1,1,2014/08/31 05:51:30,Aug 29 2014  3:02PM,Aug 29 2014  3:09PM
-93.205,44.914167,92,14-0025971,"Excessive heat, scorch burns with no ignition     ",2014/08/13 00:00:00,07:37:57,12 ,5101    ,Minnehaha                ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.914167,-93.205,251 ,2014/08/13 00:00:00,07:56:45,1,1,2014/08/14 05:51:35,Aug 13 2014  7:37AM,Aug 13 2014  7:56AM
-93.262586,44.941372,93,14-0025981,Dumpster or other outside trash receptacle fire   ,2014/08/13 00:00:00,09:25:19,17 ,        ,34                       ,ST  ,E ,                                        ,               ,  ,Chicago                  ,AVE ,  ,44.941372,-93.262586,154 ,2014/08/13 00:00:00,09:39:57,1,1,2014/08/14 05:51:35,Aug 13 2014  9:25AM,Aug 13 2014  9:39AM
-93.27134,44.980451,94,14-0026131,Brush or brush-and-grass mixture fire             ,2014/08/14 00:00:00,14:30:21,01 ,        ,4                        ,ST  ,S ,                                        ,               ,S ,HENNEPIN                 ,AVE ,  ,44.980451,-93.27134,142 ,2014/08/14 00:00:00,14:58:47,1,1,2014/08/15 05:51:32,Aug 14 2014  2:30PM,Aug 14 2014  2:58PM
-93.258898,45.005578,95,14-0024777,"Cooking fire, confined to container               ",2014/08/02 00:00:00,21:10:53,02 ,1729    ,6                        ,ST  ,NE,                                        ,205            ,  ,                         ,    ,  ,45.005578,-93.258898,113 ,2014/08/02 00:00:00,21:34:44,1,1,2014/08/04 05:51:33,Aug  2 2014  9:10PM,Aug  2 2014  9:34PM
-93.242505,44.961831,96,14-0026141,"Cooking fire, confined to container               ",2014/08/14 00:00:00,16:07:20,07 ,2101    ,21                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.961831,-93.242505,113 ,2014/08/14 00:00:00,16:22:16,1,1,2014/08/16 05:51:33,Aug 14 2014  4:07PM,Aug 14 2014  4:22PM
-93.298288,44.947855,97,14-0026117,"Outside rubbish, trash or waste fire              ",2014/08/14 00:00:00,11:59:14,22 ,3028    ,Hennepin                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.947855,-93.298288,151 ,2014/08/14 00:00:00,12:10:09,1,1,2014/08/16 05:51:33,Aug 14 2014 11:59AM,Aug 14 2014 12:10PM
-93.295284,45.040971,98,14-0026161,Building fire                                     ,2014/08/14 00:00:00,18:32:19,20 ,4739    ,EMERSON                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.040971,-93.295284,111 ,2014/08/14 00:00:00,19:56:37,1,1,2014/08/16 05:51:33,Aug 14 2014  6:32PM,Aug 14 2014  7:56PM
-93.294098,45.000251,99,14-0026170,Building fire                                     ,2014/08/14 00:00:00,19:45:22,04 ,2101    ,EMERSON                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.000251,-93.294098,111 ,2014/08/14 00:00:00,22:27:21,1,1,2014/08/16 05:51:33,Aug 14 2014  7:45PM,Aug 14 2014 10:27PM
-93.292095,44.910202,100,14-0026171,"Cooking fire, confined to container               ",2014/08/14 00:00:00,19:47:51,28 ,5115    ,Colfax                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.910202,-93.292095,113 ,2014/08/14 00:00:00,20:00:07,1,1,2014/08/15 05:51:32,Aug 14 2014  7:47PM,Aug 14 2014  8:00PM
-93.262534,44.937462,101,14-0026260,Building fire                                     ,2014/08/15 00:00:00,12:40:07,17 ,3616    ,Chicago                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.937462,-93.262534,111 ,2014/08/15 00:00:00,14:22:12,1,1,2014/08/19 05:51:32,Aug 15 2014 12:40PM,Aug 15 2014  2:22PM
-93.274029,44.965202,102,14-0027198,"Cooking fire, confined to container               ",2014/08/23 00:00:00,14:38:50,06 ,1801    ,2                        ,AVE ,S ,                                        ,B1             ,  ,                         ,    ,  ,44.965202,-93.274029,113 ,2014/08/23 00:00:00,14:47:28,1,1,2014/08/25 05:51:30,Aug 23 2014  2:38PM,Aug 23 2014  2:47PM
-93.292579,45.003705,103,14-0027203,Passenger vehicle fire                            ,2014/08/23 00:00:00,15:08:19,14 ,        ,24                       ,AVE ,N ,                                        ,               ,N ,Dupont                   ,AVE ,  ,45.003705,-93.292579,131 ,2014/08/23 00:00:00,15:38:11,1,1,2014/08/25 05:51:30,Aug 23 2014  3:08PM,Aug 23 2014  3:38PM
-93.316282,44.89717,104,14-0026906,Building fire                                     ,2014/08/21 00:00:00,05:58:04,28 ,5844    ,VINCENT                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.89717,-93.316282,111 ,2014/08/21 00:00:00,08:53:33,1,1,2014/08/26 05:51:33,Aug 21 2014  5:58AM,Aug 21 2014  8:53AM
-93.229651,44.962767,105,14-0026610,"Cooking fire, confined to container               ",2014/08/18 00:00:00,11:56:56,07 ,2910    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962767,-93.229651,113 ,2014/08/18 00:00:00,12:08:08,1,1,2014/08/19 05:51:32,Aug 18 2014 11:56AM,Aug 18 2014 12:08PM
-93.280207,45.000242,106,14-0026793,Passenger vehicle fire                            ,2014/08/20 00:00:00,00:18:40,04 ,        ,21                       ,AVE ,N ,                                        ,               ,N ,2                        ,ST  ,  ,45.000242,-93.280207,131 ,2014/08/20 00:00:00,01:31:43,1,1,2014/08/22 05:51:32,Aug 20 2014 12:18AM,Aug 20 2014  1:31AM
-93.274502,44.924315,107,14-0025503,Passenger vehicle fire                            ,2014/08/09 00:00:00,12:16:15,17 ,        ,Interstate 35w Nb        ,    ,  ,                                        ,               ,  ,46 St E To Nb I35w       ,    ,  ,44.924315,-93.274502,131 ,2014/08/09 00:00:00,12:25:59,1,1,2014/08/10 05:51:30,Aug  9 2014 12:16PM,Aug  9 2014 12:25PM
-93.265747,44.998703,108,14-0033611,Building fire                                     ,2014/10/15 00:00:00,22:41:26,02 ,215     ,Broadway                 ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.998703,-93.265747,111 ,2014/10/16 00:00:00,00:47:41,1,1,2014/10/17 05:51:30,Oct 15 2014 10:41PM,Oct 16 2014 12:47AM
-93.29307,45.017653,109,14-0036823,"Cooking fire, confined to container               ",2014/11/13 00:00:00,14:30:59,14 ,3451    ,Dupont                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.017653,-93.29307,113 ,2014/11/13 00:00:00,14:38:57,1,1,2014/11/17 05:52:47,Nov 13 2014  2:30PM,Nov 13 2014  2:38PM
-93.305715,45.015034,110,14-0026288,Grass fire                                        ,2014/08/15 00:00:00,17:15:23,14 ,3301    ,Newton                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.015034,-93.305715,143 ,2014/08/15 00:00:00,17:23:29,1,1,2014/08/16 05:51:33,Aug 15 2014  5:15PM,Aug 15 2014  5:23PM
-93.305714,45.014131,111,14-0026316,"Cooking fire, confined to container               ",2014/08/15 00:00:00,23:20:05,14 ,3250    ,Newton                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.014131,-93.305714,113 ,2014/08/15 00:00:00,23:25:40,1,1,2014/08/16 05:51:33,Aug 15 2014 11:20PM,Aug 15 2014 11:25PM
-93.253709,44.955504,112,14-0026332,"Cooking fire, confined to container               ",2014/08/16 00:00:00,02:35:20,05 ,2602    ,15                       ,AVE ,S ,                                        ,2              ,  ,                         ,    ,  ,44.955504,-93.253709,113 ,2014/08/16 00:00:00,02:44:19,1,1,2014/08/21 05:51:30,Aug 16 2014  2:35AM,Aug 16 2014  2:44AM
-93.263157,44.995286,113,14-0026339,"Cooking fire, confined to container               ",2014/08/16 00:00:00,04:25:46,02 ,710     ,2                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.995286,-93.263157,113 ,2014/08/16 00:00:00,04:39:29,1,1,2014/08/17 05:52:56,Aug 16 2014  4:25AM,Aug 16 2014  4:39AM
-93.299381,45.015759,114,14-0026346,"Outside rubbish, trash or waste fire              ",2014/08/16 00:00:00,07:01:43,14 ,3343    ,IRVING                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.015759,-93.299381,151 ,2014/08/16 00:00:00,07:14:22,1,1,2014/08/17 05:52:56,Aug 16 2014  7:01AM,Aug 16 2014  7:14AM
-93.318858,44.913823,115,14-0027211,"Outside rubbish, trash or waste fire              ",2014/08/23 00:00:00,16:12:31,28 ,4924    ,Xerxes                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.913823,-93.318858,151 ,2014/08/23 00:00:00,16:27:02,1,1,2014/08/25 05:51:30,Aug 23 2014  4:12PM,Aug 23 2014  4:27PM
-93.276111,44.965278,116,14-0027218,"Cooking fire, confined to container               ",2014/08/23 00:00:00,16:59:31,06 ,110     ,18                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.965278,-93.276111,113 ,2014/08/23 00:00:00,17:32:19,1,1,2014/08/25 05:51:30,Aug 23 2014  4:59PM,Aug 23 2014  5:32PM
-93.262534,44.937462,117,14-0026358,Building fire                                     ,2014/08/16 00:00:00,09:20:39,17 ,3616    ,Chicago                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.937462,-93.262534,111 ,2014/08/16 00:00:00,10:14:28,1,1,2014/08/17 05:52:56,Aug 16 2014  9:20AM,Aug 16 2014 10:14AM
-93.210786,44.983867,118,14-0025774,Outside equipment fire                            ,2014/08/11 00:00:00,12:20:12,19 ,760     ,29                       ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.983867,-93.210786,162 ,2014/08/11 00:00:00,12:58:23,1,1,2014/08/18 05:51:33,Aug 11 2014 12:20PM,Aug 11 2014 12:58PM
-93.277914,44.93751,119,14-0026334,Building fire                                     ,2014/08/16 00:00:00,03:12:25,17 ,3612    ,Nicollet                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.93751,-93.277914,111 ,2014/08/16 00:00:00,04:27:47,1,1,2014/08/19 05:51:32,Aug 16 2014  3:12AM,Aug 16 2014  4:27AM
-93.31271,44.969992,120,14-0026406,Passenger vehicle fire                            ,2014/08/16 00:00:00,16:57:25,16 ,        ,Interstate 394 Eb        ,    ,  ,                                        ,               ,S ,Eb I394 To Penn          ,AVE ,  ,44.969992,-93.31271,131 ,2014/08/16 00:00:00,17:36:56,1,1,2014/08/18 05:51:33,Aug 16 2014  4:57PM,Aug 16 2014  5:36PM
